country_code,name,crypto,interest_mean,interest_std,interest_max,volatility_7d_mean,volatility_7d_std,volatility_30d_mean,volatility_30d_std,returns_mean,returns_std,Close_mean,Close_min,Close_max
IN,India,Tether,0.01532567049808429,0.12308060707719562,1,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
JP,Japan,BNB,12.938697318007662,6.521862392424693,60,0.0333106357414554,0.027783066065557745,0.035329449336714454,0.02408881265553144,0.001959500167992425,0.029696157208028748,418.1041850824466,27.62103080749512,1165.527587890625
JP,Japan,Bitcoin,38.73946360153257,15.866544813744257,100,0.027587892302158624,0.014502889813986702,0.028542387061892743,0.010509557772674557,0.0014646254223748844,0.023773510423926766,51045.075636823516,11483.359375,123513.4765625
JP,Japan,Ethereum,7.379310344827586,3.2613401421112806,22,0.03646169201761992,0.019973355793139656,0.03799814965630113,0.014931131436123202,0.0028238457765695875,0.03566971940431699,2417.0116343297263,378.2136840820313,4779.6474609375
JP,Japan,Solana,7.628352490421456,5.268538766756023,28,0.05303766074279975,0.03057996026603088,0.0557091765465562,0.02347235412797373,0.005564012858669013,0.054302451025874714,92.64089453129019,1.3030420541763306,252.9195251464844
JP,Japan,Tether,2.6091954022988504,0.779886409466845,5,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
KR,South Korea,BNB,4.35632183908046,1.9452724438074473,16,0.0333106357414554,0.027783066065557745,0.035329449336714454,0.02408881265553144,0.001959500167992425,0.029696157208028748,418.1041850824466,27.62103080749512,1165.527587890625
KR,South Korea,Bitcoin,31.53639846743295,12.73712082768608,100,0.027587892302158624,0.014502889813986702,0.028542387061892743,0.010509557772674557,0.0014646254223748844,0.023773510423926766,51045.075636823516,11483.359375,123513.4765625
KR,South Korea,Ethereum,7.203065134099617,2.975694843156365,34,0.03646169201761992,0.019973355793139656,0.03799814965630113,0.014931131436123202,0.0028238457765695875,0.03566971940431699,2417.0116343297263,378.2136840820313,4779.6474609375
KR,South Korea,Solana,3.3026819923371646,2.0353492637395783,9,0.05303766074279975,0.03057996026603088,0.0557091765465562,0.02347235412797373,0.005564012858669013,0.054302451025874714,92.64089453129019,1.3030420541763306,252.9195251464844
KR,South Korea,Tether,0.7777777777777778,0.6418456293890392,5,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
MX,Mexico,BNB,2.1877394636015324,0.753965838553621,5,0.0333106357414554,0.027783066065557745,0.035329449336714454,0.02408881265553144,0.001959500167992425,0.029696157208028748,418.1041850824466,27.62103080749512,1165.527587890625
MX,Mexico,Bitcoin,33.40229885057471,15.618376580254823,100,0.027587892302158624,0.014502889813986702,0.028542387061892743,0.010509557772674557,0.0014646254223748844,0.023773510423926766,51045.075636823516,11483.359375,123513.4765625
MX,Mexico,Ethereum,4.931034482758621,3.0336311199424504,18,0.03646169201761992,0.019973355793139656,0.03799814965630113,0.014931131436123202,0.0028238457765695875,0.03566971940431699,2417.0116343297263,378.2136840820313,4779.6474609375
MX,Mexico,Solana,2.6475095785440614,1.1890055334445446,8,0.05303766074279975,0.03057996026603088,0.0557091765465562,0.02347235412797373,0.005564012858669013,0.054302451025874714,92.64089453129019,1.3030420541763306,252.9195251464844
MX,Mexico,Tether,0.20306513409961685,0.403053479428839,1,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
SG,Singapore,BNB,1.5440613026819923,0.8429419521468047,6,0.0333106357414554,0.027783066065557745,0.035329449336714454,0.02408881265553144,0.001959500167992425,0.029696157208028748,418.1041850824466,27.62103080749512,1165.527587890625
SG,Singapore,Bitcoin,21.582375478927204,13.616940654821667,100,0.027587892302158624,0.014502889813986702,0.028542387061892743,0.010509557772674557,0.0014646254223748844,0.023773510423926766,51045.075636823516,11483.359375,123513.4765625
SG,Singapore,Ethereum,6.540229885057471,4.885153169083972,34,0.03646169201761992,0.019973355793139656,0.03799814965630113,0.014931131436123202,0.0028238457765695875,0.03566971940431699,2417.0116343297263,378.2136840820313,4779.6474609375
SG,Singapore,Solana,1.9808429118773947,1.5253047798332826,8,0.05303766074279975,0.03057996026603088,0.0557091765465562,0.02347235412797373,0.005564012858669013,0.054302451025874714,92.64089453129019,1.3030420541763306,252.9195251464844
SG,Singapore,Tether,0.21839080459770116,0.43213123068172693,2,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
US,United States,BNB,5.111111111111111,1.2886751959604712,12,0.0333106357414554,0.027783066065557745,0.035329449336714454,0.02408881265553144,0.001959500167992425,0.029696157208028748,418.1041850824466,27.62103080749512,1165.527587890625
US,United States,Bitcoin,31.21072796934866,15.994880185869796,100,0.027587892302158624,0.014502889813986702,0.028542387061892743,0.010509557772674557,0.0014646254223748844,0.023773510423926766,51045.075636823516,11483.359375,123513.4765625
US,United States,Ethereum,6.118773946360153,5.0127982388401175,36,0.03646169201761992,0.019973355793139656,0.03799814965630113,0.014931131436123202,0.0028238457765695875,0.03566971940431699,2417.0116343297263,378.2136840820313,4779.6474609375
US,United States,Solana,2.111111111111111,1.2554156188563115,8,0.05303766074279975,0.03057996026603088,0.0557091765465562,0.02347235412797373,0.005564012858669013,0.054302451025874714,92.64089453129019,1.3030420541763306,252.9195251464844
US,United States,Tether,0.9923371647509579,0.1237968921180346,2,0.0003916973327406312,0.0004726634294711671,0.0004343199720778726,0.000421205496226732,-8.345955406310199e-05,0.0007894452351619365,1.000196708344865,0.9981480240821838,1.0071489810943604
