Date,country,crypto,interest,country_code,iso3,name,region,lon,lat,Open,High,Low,Close,Volume,returns,log_returns,volatility_7d,volatility_30d,returns_squared,price_normalized
2025-02-09,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000290036201477,1.0016469955444336,0.9995530247688292,1.0001939535140991,67025155232,-4.3024357268550695e-05,-4.3025282842758135e-05,0.0006406986861493409,0.00047593308996354914,1.851095318371891e-09,0.2760203732042117
2025-02-16,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0001490116119385,1.0008150339126587,0.9997889995574952,1.0000849962234497,45737337095,-6.90115496012611e-05,-6.901393100781396e-05,0.0001545897605538255,0.0004670175835424603,4.762593978367321e-09,0.2690618124233911
2025-02-23,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002189874649048,1.0013370513916016,0.999737024307251,1.0001150369644165,54022199584,-0.00010392774161560592,-0.0001039331424775474,0.0005698076176393143,0.00042366348999289317,1.0800975477320146e-08,0.2709803652863745
2025-03-02,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.999504029750824,1.0029850006103516,0.9990630149841307,1.0001250505447388,133280929229,0.0006764085722470448,0.0006761799110751813,0.000858842997063051,0.0005576063094188989,4.5752855660928557e-07,0.27161988290736894
2025-03-09,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.9997329711914062,1.0017069578170776,0.9994069933891296,0.9997329711914062,66660356811,1.3951406891976603e-05,1.3951309572004637e-05,0.0005103622519277386,0.0005284790088918333,1.9464175426549226e-10,0.24657972272343148
2025-03-16,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.9999949932098388,1.0016690492630005,0.999464988708496,1.0001120567321775,48641020262,6.806551025206886e-05,6.806319390033443e-05,0.000168583122731315,0.0005304289907011279,4.632913685874491e-09,0.27079003266106433
2025-03-23,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.999879002571106,1.0007810592651367,0.9995200037956238,1.0000170469284058,39613720219,0.0001390746048519631,0.00013906493487566077,0.00041472755050208526,0.0005160697612403376,1.934174571472968e-08,0.26472222856664307
2025-03-30,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.99958598613739,1.000920057296753,0.9994249939918518,0.9998700022697448,38085432412,0.00027912350568159994,0.00027908455796320187,0.0002583307828119702,0.00035586363287698215,7.790993142398616e-08,0.25533121683453297
2025-04-06,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.9995800256729126,1.0007070302963257,0.9986810088157654,0.9992759823799132,74366051040,-0.00030816499492525296,-0.0003082124875145879,0.0001851989599197848,0.0002564723805956407,9.496566409728118e-08,0.21739411796054076
2025-04-13,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.999783992767334,1.000300049781799,0.9989780187606812,0.9996529817581176,60193768880,-0.0002310544032974038,-0.0002310811004784587,0.0005438360210247925,0.0003468149278716483,5.338613728311932e-08,0.24147119506048062
2025-04-20,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.9998999834060668,1.0002650022506714,0.999105989933014,0.9999120235443116,37039868478,3.302496914203701e-05,3.302442382974951e-05,0.00012284188194818156,0.00030084660741182165,1.0906485868324966e-09,0.25801490685122025
2025-04-27,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000478982925415,1.0011210441589355,0.99993497133255,1.0003470182418823,45636119067,1.0963570320043914e-05,1.0963510220546102e-05,0.0002105011120009855,0.00029392648277318836,1.2019987416254782e-10,0.28579585683941255
2025-05-04,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0001510381698608,1.0013550519943235,0.9998419880867004,1.0000239610671997,39019645137,-0.00021595541021313114,-0.00021597873194042718,0.00011527003475019775,0.00028605776281546096,4.6636739200321746e-08,0.2651638002573297
2025-05-11,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0001529455184937,1.00062894821167,0.9993079900741576,1.0001250505447388,88874924689,1.609150080295052e-05,1.609137133614035e-05,0.00011268933491881292,0.00016179595640273924,2.5893639809135723e-10,0.27161988290736894
2025-05-18,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002570152282717,1.000825047492981,0.9994860291481018,1.000424027442932,83080469498,0.00016100940862218138,0.00016099644799851852,0.00011918843463210316,0.00014000925575884614,2.5924029664864576e-08,0.2907140518770462
2025-05-25,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.00041401386261,1.0005940198898315,0.9991599917411804,1.0003199577331543,65478311659,-3.0984405549050464e-06,-3.098445355081898e-06,0.0003832617986508096,0.00020521471139991053,9.600333872280292e-12,0.2840676366017252
2025-06-01,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0003730058670044,1.0008139610290527,0.9999579787254332,1.0003050565719604,53989612056,-6.697070413019812e-05,-6.697294676793188e-05,0.00025179906699713585,0.00022687217701808113,4.485075211694536e-09,0.28311597347524536
2025-06-08,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000527024269104,1.0012279748916626,0.9999909996986388,1.0004260540008545,56579422544,-0.00012986592118069407,-0.00012987435448957697,0.00011916487566031345,0.0002235765829936568,1.6865157484110242e-08,0.29084347806226163
2025-06-15,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0004260540008545,1.001291036605835,0.9999070167541504,1.0000489950180054,47283178771,-0.0004238269632589331,-0.0004239168032916413,0.00024819893055983463,0.00024671809352352664,1.7962929478528902e-07,0.26676259430981586
2025-06-22,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0004899501800537,1.0020819902420044,0.9995229840278624,1.000251054763794,99454507418,0.0001910810334968538,0.00019106277984142056,0.00023329103884740132,0.00020893422128007041,3.651196136222576e-08,0.27966714630488243
2025-06-29,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000249981880188,1.0004860162734983,0.999705970287323,1.000270962715149,47033153081,2.1929048325874945e-05,2.1928807887809752e-05,0.0007374182441676169,0.00037740236354092186,4.808831604785587e-10,0.2809385682418595
2025-07-06,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002570152282717,1.001060962677002,0.9997029900550842,1.0002360343933103,49522300682,-2.0975443952853112e-05,-2.0975663940553853e-05,0.0001182412665359761,0.00037565451684543836,4.399692490192822e-10,0.27870786987337653
2025-07-13,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002570152282717,1.0007020235061646,0.9987210035324096,1.0003859996795654,79087285413,0.0001039211896021186,0.00010391579016936818,0.00032782171385481326,0.00039566740864103794,1.0799613648319484e-08,0.2882854075782838
2025-07-20,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0004620552062988,1.000831961631775,0.9997929930686952,1.0002169609069824,121220271115,-0.00025391540291819226,-0.00025394764489204984,0.0002628037375422597,0.00039205940429097726,6.447303183910791e-08,0.27748974107149654
2025-07-27,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000357985496521,1.0011459589004517,0.9998589754104614,1.0002609491348269,93779072985,-9.497599621699493e-05,-9.498050672251906e-05,0.00025228570301912185,0.00023040013575536058,9.020439857410634e-09,0.28029905062087923
2025-08-03,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.999680995941162,1.001466989517212,0.9994289875030518,1.0000499486923218,68628703726,0.00038308741506254407,0.00038301405581349314,0.00030088247653072876,0.000262508128196805,1.467559675793019e-07,0.26682350074991057
2025-08-10,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002540349960327,1.0008430480957031,0.999750018119812,1.000251054763794,110258257943,-1.7995760865918697e-05,-1.799592279156592e-05,0.00018394685991003523,0.0002450309575739619,3.238474091433309e-10,0.27966714630488243
2025-08-17,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.000627040863037,1.0013099908828735,1.0002490282058716,1.0006550550460815,84634710709,2.4065092023128898e-05,2.4064802463447368e-05,0.00031821811440121153,0.00025326585195360594,5.791286540816621e-10,0.3054686369900037
2025-08-24,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,0.9996650218963624,1.0018359422683716,0.9989140033721924,0.999886989593506,144846575399,0.0003160998207574206,0.00031604987173472005,0.0002366525207413541,0.0002519498033875671,9.991909668287344e-08,0.25641611279873416
2025-08-31,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0001989603042605,1.000954031944275,0.9997509717941284,1.000059962272644,81269306867,2.980062428825647e-06,2.980057988448429e-06,0.00017028906122585634,0.00023577838150966462,8.880772079698216e-12,0.26746301837090497
2025-09-07,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0002110004425049,1.0006970167160034,0.9996060132980348,1.0000929832458496,70719934554,-0.0001289558272659086,-0.00012896414278349883,0.0003212994618190052,0.0002546791693501598,1.6629605385834854e-08,0.26957190385918434
2025-09-14,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0003160238265991,1.0008779764175415,0.9997529983520508,1.0005279779434204,105982674402,0.0002089072423243632,0.00020888542424499904,0.00022791260338824983,0.00023170727431943573,4.3642235895570205e-08,0.2973528538473837
2025-09-21,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0004040002822876,1.0017650127410889,1.0001989603042605,1.0004229545593262,84579518480,4.695080723204903e-05,4.6949705077397055e-05,0.0002442635288793655,0.00023486413407554973,2.2043782997410276e-09,0.2906455321319538
2025-09-28,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0004760026931765,1.0013329982757568,0.9999340176582336,1.000349998474121,92130856740,-0.00010997958049763223,-0.00010998562869515167,0.0004157876448002808,0.00028541413592999984,1.2095508126435169e-08,0.28598618946470855
2025-10-05,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0003299713134766,1.0007519721984863,0.999530017375946,1.0001980066299438,158608091665,-0.000147887567315097,-0.00014789850375963626,0.00030488242525157535,0.0002868272822581372,2.1870732566377347e-08,0.2762792255746142
2025-10-12,US,Tether,1,US,USA,United States,Americas,-77.0369,38.9072,1.0011084079742432,1.0014146566390991,1.000798583030701,1.000919222831726,216529174528,-0.0008352633203615456,-0.0008356123471350915,0.0006308465875313474,0.0003988810621613048,6.976648143413939e-07,0.32233972089623825
2020-10-18,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,30.24098777770996,30.996551513671875,30.221710205078125,30.659523010253903,440840685,0.013597067669803398,0.01350545703501501,0.020895442422939454,0.020895442422939454,0.0001848802492172128,0.0029629106811190336
2020-10-25,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,30.58882141113281,30.966110229492188,29.96166610717773,30.107540130615234,391997739,-0.01573389422393412,-0.01585898579096084,0.02648621254875538,0.02310760679175211,0.00024755542744994745,0.0025328021857985382
2020-11-01,US,BNB,3,US,USA,United States,Americas,-77.0369,38.9072,28.431215286254883,28.665218353271484,28.10133171081543,28.461565017700195,338657898,0.0010674792174636405,0.0010669098666678538,0.028774922822923422,0.024665432932936472,1.1395118797167862e-06,0.0012502481333715916
2020-11-08,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,27.738094329833984,28.68533706665039,27.5147762298584,28.305116653442383,321186882,0.020442007185710986,0.02023587380950204,0.03477134408409675,0.026938725382295192,0.0004178756577806596,0.0011283425942173178
2020-11-15,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,27.93620109558105,28.17245483398437,27.114181518554688,27.62103080749512,254946427,-0.011281787634890184,-0.011345909731754054,0.012284057373711606,0.024873335707912406,0.00012727873223876104,0.0005952986453487757
2020-11-22,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,30.39129066467285,31.073448181152344,29.08958625793457,29.925071716308597,426289161,-0.015340544549698687,-0.015459428095926904,0.02433874750808588,0.025178343872509376,0.0002353323070812901,0.0023906216616990973
2020-11-29,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,29.164108276367188,30.451854705810547,28.959318161010746,30.117603302001957,347773041,0.033409789380138166,0.0328638098086007,0.0666213366178315,0.03680054992921875,0.001116214026425193,0.002540643471575606
2020-12-06,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,29.72870635986328,30.13364791870117,29.096031188964844,29.54080390930176,249993855,-0.006346710751792939,-0.006366936744911005,0.0342263030572954,0.037862924900467776,4.028073736692409e-05,0.0020911977948211828
2020-12-13,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,28.165477752685547,29.251371383666992,28.061973571777344,29.10169219970703,265728020,0.0332774312074724,0.03273572252811798,0.0321380275709538,0.0392141655887587,0.0011073874277680578,0.0017490392177018483
2020-12-20,US,BNB,4,US,USA,United States,Americas,-77.0369,38.9072,33.29351806640625,35.5438117980957,32.67152786254883,34.16029739379883,583559932,0.02594701916951947,0.025616107178942367,0.030599702473206387,0.041995463537153235,0.0006732478037834108,0.005690735869372502
2020-12-27,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,33.47984313964844,34.85247802734375,32.08786392211914,33.51184844970703,567285548,0.0010368248887200338,0.0010362877570373693,0.044850759839390256,0.03496225340625677,1.0750058498693104e-06,0.0051854604162315295
2021-01-03,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,38.25372695922852,41.6063232421875,37.8181037902832,41.14897918701172,758008613,0.07602682306806208,0.07327538993079916,0.0459872183942615,0.03852459337183397,0.005780077825822416,0.011136360219751291
2021-01-10,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,43.944122314453125,45.155418395996094,40.59486389160156,42.4484748840332,701488832,-0.03378744355821717,-0.034371431249955696,0.02689332442025527,0.0372307870615909,0.0011415913421997108,0.012148935354848315
2021-01-17,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,43.1561393737793,46.654544830322266,41.09147262573242,45.68461227416992,664875513,0.05820432287568478,0.05657343660115745,0.057226105439198115,0.044366872742079615,0.0033877432014169625,0.014670553750754432
2021-01-24,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,40.86247253417969,42.191524505615234,40.50406265258789,41.88160705566406,450486066,0.02612067274338048,0.02578535459213433,0.049987199713361234,0.044747012512153794,0.0006822895445667799,0.011707228414834068
2021-01-31,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,44.79869842529297,45.70771026611328,43.42907333374024,44.27599334716797,512545443,-0.011084637836054623,-0.011146530228869548,0.023939986533407655,0.04140161405369701,0.0001228691959564937,0.013572949115680641
2021-02-07,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,72.86821746826172,74.612548828125,64.49789428710938,68.59052276611328,1493688265,-0.05696231477369207,-0.05864903402278528,0.0952413439516458,0.06433103835031868,0.0032447053043771776,0.032518981770994666
2021-02-14,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,133.47377014160156,138.7567596435547,128.73171997070312,136.426513671875,2312597445,0.02228378719076418,0.022039131504887018,0.1406620051757125,0.09420090745463851,0.0004965671715632658,0.08537720809162135
2021-02-21,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,254.53927612304688,307.5881042480469,250.5408172607422,293.923583984375,8505963719,0.14834653059725578,0.13832310826899666,0.2947086960808091,0.16417130480341643,0.022006693140242544,0.20809990553078686
2021-02-28,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,225.4459381103516,228.1730499267578,195.8526763916016,209.57440185546875,3129699003,-0.06958966862569005,-0.07212957361071183,0.07894324276267475,0.17446650495748567,0.00484272197943335,0.14237449783204276
2021-03-07,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,226.67274475097656,243.34312438964844,225.5463714599609,240.17921447753903,5081569247,0.05961330176651525,0.05790403191051484,0.09309237675286369,0.17603153772550748,0.00355374574750561,0.16622195830955103
2021-03-14,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,276.18572998046875,276.3712463378906,264.6367492675781,264.6367492675781,2044273970,-0.04153481017030425,-0.04242203449583896,0.10196541279495211,0.16720419893556118,0.0017251404558832092,0.1852794216400776
2021-03-21,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,264.9569396972656,268.878173828125,257.5182800292969,264.8861694335937,1718563711,0.000545817865131415,0.0005456689607411205,0.027916278516879483,0.09304871781174648,2.9791714189661547e-07,0.18547377138581206
2021-03-28,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,269.31072998046875,280.9924011230469,262.2886657714844,269.1912841796875,2527142069,0.00033057588814622285,0.00033052125997615,0.05099131015548466,0.07036022501626484,1.0928041782366404e-07,0.18882834359072645
2021-04-04,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,323.3548583984375,353.4342041015625,319.8490295410156,351.6243896484375,3200674446,0.08817059814010353,0.08449793590307779,0.06969704757332448,0.0646150275813489,0.007774054376383628,0.25306073243033855
2021-04-11,US,BNB,9,US,USA,United States,Americas,-77.0369,38.9072,471.64642333984375,529.64501953125,459.5904235839844,525.3855590820312,5697422904,0.11178514596550682,0.10596696310035347,0.06532199447556118,0.05818785459741105,0.012495918858529664,0.38845651713137025
2021-04-18,US,BNB,12,US,USA,United States,Americas,-77.0369,38.9072,520.5902709960938,526.0587768554688,429.0528869628906,481.03424072265625,6711806048,-0.07567494219204396,-0.07869147504105663,0.07677113182864856,0.06675811681892341,0.005726696875769195,0.35389769382598396
2021-04-25,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,496.2568359375,517.0830078125,478.8894348144531,505.0770568847656,3419309603,0.017449082099813662,0.017298594920116928,0.08524472126001505,0.07338263088551862,0.00030447046612603755,0.37263200582044553
2021-05-02,US,BNB,9,US,USA,United States,Americas,-77.0369,38.9072,619.9721069335938,628.6209716796875,595.8587646484375,622.1010131835938,3765184551,0.0044462686692188225,0.004436413219199883,0.03417612038579429,0.06947786415239392,1.976930507887692e-05,0.4638178009180918
2021-05-09,US,BNB,10,US,USA,United States,Americas,-77.0369,38.9072,646.3121337890625,678.2283935546875,631.4652709960938,662.2285766601562,4321052943,0.024961655876654998,0.024655202989816726,0.06180142943966527,0.06577486987411588,0.000623084264104545,0.49508544813041105
2021-05-16,US,BNB,9,US,USA,United States,Americas,-77.0369,38.9072,562.64892578125,606.00341796875,535.057373046875,562.829833984375,4047395255,-0.0003762652610469486,-0.0003763360665819497,0.06743082880246679,0.06359254781899536,1.4157554667072835e-07,0.41763332918604223
2021-05-23,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,300.0354309082031,313.525146484375,213.51646423339844,262.9456787109375,5336233746,-0.12206314352236314,-0.13018060538464296,0.15071264044464577,0.09416774807534971,0.014899411006561022,0.18396172893722854
2021-05-30,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,305.0425720214844,337.74237060546875,292.85235595703125,325.7840270996094,3246314973,0.06796173129734862,0.06575190777742997,0.14157414319378447,0.11354970656829698,0.004618796920933014,0.23292576110353228
2021-06-06,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,390.2367248535156,400.0411682128906,382.344970703125,393.8202209472656,2101917655,0.008678509866323791,0.008641068069630383,0.06480900322157176,0.11561960255225395,7.531653349987939e-05,0.28593998680253346
2021-06-13,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,344.0428466796875,369.05804443359375,331.1119384765625,366.6489562988281,2171880359,0.06664298588759321,0.06451632016074994,0.05866362307575357,0.1145231786445834,0.004441287568013948,0.26476796827626226
2021-06-20,US,BNB,8,US,USA,United States,Americas,-77.0369,38.9072,334.65093994140625,340.7895202636719,310.77587890625,340.06719970703125,1756674565,0.012970520437087574,0.012887123596391575,0.034180014383898304,0.08547570812973401,0.00016823440040890643,0.24405529809678575
2021-06-27,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,279.86529541015625,291.14892578125,270.2899169921875,290.5670166015625,1521388056,0.03982624167460802,0.03905362388176952,0.10594953867328241,0.06940314946553212,0.0015861295259242847,0.20548444733503923
2021-07-04,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,298.1135559082031,314.7130126953125,292.7873840332031,307.7320861816406,1387395766,0.03183696432302696,0.03134067427202342,0.031256584966596314,0.059780385360069264,0.0010135922973056916,0.2188595763861284
2021-07-11,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,316.0563659667969,326.7518005371094,312.6390075683594,322.0316467285156,1189805384,0.018635754608428368,0.018464236568817797,0.03558051046440589,0.05751488750350688,0.00034729134982555915,0.23000188296380122
2021-07-18,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,300.5959777832031,309.1142578125,299.9722595214844,302.4804992675781,1254819647,0.006597631128997694,0.006575962018388324,0.019690978236513126,0.05466009710725996,4.352873651431939e-05,0.2147675071771507
2021-07-25,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,301.8466186523437,304.0578918457031,292.890625,302.4361572265625,1351522797,0.0012059657571190652,0.0012052391645205863,0.057614219827722274,0.03643327902124116,1.4543534073437601e-06,0.21473295558280933
2021-08-01,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,332.2926940917969,347.4176025390625,329.3417358398437,333.4840087890625,1788390755,-0.0001966192648635845,-0.0001966385969653262,0.013669586035819038,0.03462239826353423,3.8659135315496396e-08,0.2389256347601464
2021-08-08,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,356.2665405273437,359.7386169433594,337.2527160644531,342.06475830078125,1547133821,-0.03844536122837805,-0.03920388897232179,0.02970214205560239,0.03257707550438178,0.001478045799980474,0.24561180818571232
2021-08-15,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,408.9822082519531,414.9309997558594,396.8652038574219,414.5950317382813,1826134192,0.0135943229257518,0.013502749107125879,0.03065817996705556,0.0349872054072522,0.000184805615809621,0.30212784867198295
2021-08-22,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,449.2256164550781,458.4028930664063,439.168212890625,449.0534973144531,1826865701,0.0002968004759140719,0.00029675643936598393,0.04182949827713456,0.029290164461251475,8.809052250281957e-08,0.328978099516216
2021-08-29,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,486.2085876464844,495.6763000488281,477.2008056640625,480.2830200195313,1763538464,-0.012163610150604631,-0.012238192265444797,0.06220863071379099,0.040430862112582074,0.00014795341189589203,0.35331233797855954
2021-09-05,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,497.7048645019531,505.11669921875,489.4749145507813,504.619873046875,1899639214,0.013133359075166329,0.013047864257397138,0.03013302370059899,0.041528068309999513,0.00017248512059725375,0.3722757653284783
2021-09-12,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,405.399169921875,421.2075805664063,398.0321350097656,416.6832275390625,1671909230,0.02750949499188038,0.027137908213566164,0.06346979029584043,0.04919664281981214,0.0007567723147082916,0.3037549838367484
2021-09-19,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,410.6031188964844,419.1825866699219,403.7186279296875,408.4716491699219,1243314915,-0.005690344666256508,-0.005706596358611572,0.03440321295950558,0.04758239847052867,3.238002242079389e-05,0.29735647086317685
2021-09-26,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,349.88067626953125,352.6981506347656,320.3687438964844,344.1817626953125,1958526741,-0.016286533010271165,-0.016420616418139446,0.06863103758357492,0.04919692066640872,0.00026525115749465234,0.24726139118603066
2021-10-03,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,427.3511047363281,437.1003723144531,421.9388732910156,430.5088195800781,1470899248,0.005630696939804114,0.005614903822228325,0.04954293398679902,0.05580988752813205,3.170474802791941e-05,0.31452797120470605
2021-10-10,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,421.7956848144531,422.0504150390625,402.8292541503906,405.0693054199219,1437068558,-0.03909425770015096,-0.039878957756890515,0.029237053209541584,0.04835785660173119,0.0015283609851258124,0.29470534343720756
2021-10-17,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,465.72210693359375,472.2980041503906,455.4051818847656,470.6255493164063,1646437501,0.010701544064387392,0.010644687815119725,0.03293626613326001,0.048730265567582184,0.00011452304536202501,0.34578717669920617
2021-10-24,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,485.9901428222656,486.8027038574219,468.1982116699219,476.6331176757813,1246191889,-0.019084570192703487,-0.019269031280415995,0.031663585843612535,0.03776399419699427,0.0003642208194402264,0.3504683113555514
2021-10-31,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,528.5473022460938,534.7709350585938,510.5654602050781,524.3644409179688,2076289915,-0.006737298428191041,-0.006760096479126187,0.054251981270029954,0.03676325782502333,4.539119011050547e-05,0.38766085550255874
2021-11-07,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,638.18603515625,669.3458251953125,632.0792846679688,650.4540405273438,3017167868,0.022543268908321812,0.022292924820244878,0.03339309111999023,0.038652775274751486,0.0005081989730729089,0.4859106562917657
2021-11-14,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,650.062255859375,659.99267578125,634.5494995117188,650.9180908203125,2101401990,0.0012520530346231684,0.0012512698698634622,0.025381738833484484,0.03688509553438889,1.567636801509085e-06,0.4862722471682663
2021-11-21,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,604.4089965820312,605.1771240234375,580.5870971679688,585.2942504882812,2055539646,-0.030713062305203098,-0.031194593593363115,0.06029849079949733,0.04500651835622183,0.0009432921961632874,0.43513774234297364
2021-11-28,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,601.0064086914062,612.737548828125,574.55126953125,611.3668212890625,2731676788,0.018373068990611863,0.01820632347955732,0.038147849931264965,0.04105185352674485,0.0003375696641337832,0.45545365178495106
2021-12-05,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,568.6514282226562,581.8065795898438,543.6355590820312,557.7830810546875,2394235567,-0.019846495438214706,-0.020046082275917497,0.023866577819998885,0.03849949849214412,0.00039388338117907716,0.4137008678925631
2021-12-12,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,564.1414184570312,574.18505859375,559.5152587890625,570.823974609375,1307635490,0.011520832026442163,0.011454972595436135,0.04236749545642092,0.041042083885596124,0.00013272957058149543,0.4238624133160608
2021-12-19,US,BNB,5,US,USA,United States,Americas,-77.0369,38.9072,534.0184936523438,543.7507934570312,527.772705078125,529.9720458984375,1199582659,-0.007341028224100876,-0.007368106173175002,0.044253895289729346,0.03674387532041621,5.389069538704566e-05,0.3920303362047138
2021-12-26,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,547.3241577148438,549.4100341796875,537.4617309570312,546.9949951171875,1576727325,-0.0006051926128363139,-0.0006053758158047474,0.01454474673539111,0.0322671017495308,3.662580986316445e-07,0.40529472418570806
2022-01-02,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,527.2916259765625,533.3710327148438,518.7535400390625,531.3966674804688,1462276185,0.007668388049416386,0.00763913541364341,0.03150832963907643,0.03358040815972772,5.880417527643204e-05,0.3931404102081859
2022-01-09,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,430.2531127929688,444.4932556152344,428.239501953125,438.8030700683594,3347862691,0.019888417799982516,0.01969322699844273,0.029943526709884788,0.03173928350801728,0.0003955491625866614,0.3209909028080579
2022-01-16,US,BNB,6,US,USA,United States,Americas,-77.0369,38.9072,494.9241027832031,505.3009643554688,489.5021362304688,498.4279174804688,1771927950,0.006949359143154421,0.0069253236368988095,0.04279471045517749,0.03300900379835136,4.829359250054395e-05,0.36745095501280023
2022-01-23,US,BNB,7,US,USA,United States,Americas,-77.0369,38.9072,358.3265991210937,388.5939025878906,357.170654296875,383.9339599609375,2786834863,0.07215324232503662,0.06966900236231408,0.061375476145447465,0.044685371556279975,0.005206090378015455,0.27823655071053216
